assignee_id,disambig_assignee_organization,blockchain_patent_count,is_bank,canonical_bank_name,parent_bank_group,is_us_top50_candidate,us_top50_rank,us_top50_bank_name,match_type,confidence,evidence,review_note,ambiguity_note,acquired_via
d44e0440-2035-4253-90c9-661592d4b601,"Salesforce, Inc.",32,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
d4733f97-7b44-444e-83ea-0a2f6002ca24,KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,31,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
23b5b1f8-b334-456b-bb5b-e33ccf2c2264,T-Mobile Innovations LLC,31,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
5a08d41d-4860-4f26-821f-88bc62677d1f,"T-Mobile USA, Inc.",30,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
dfbb9701-94f0-4c97-8fb3-beca477ebb97,NIPPON TELEGRAPH AND TELEPHONE CORPORATION,29,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
8ea8f29a-3897-4a55-80a9-579e39725345,Siemens Aktiengesellschaft,29,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
a93a1dd3-1909-4784-820f-029e93b6da82,,28,0,,,0,,,CONTEXTUAL,HIGH,PatentsView g_assignee_disambiguated shows individual assignee (assignee_type=4) named 'Vijay Madisetti'.,"Resolved as NON_BANK: individual assignee, not a bank entity.","Previously ambiguous; resolved as NON_BANK individual assignee (type=4, name=Vijay Madisetti).",
5add8615-963b-47fc-bd21-056c0f15b3fa,"Micron Technology, Inc.",28,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
f3db45e1-51f6-4066-a2ed-34f5b1ba2576,"Mythical, Inc.",28,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
3c6b1357-c8fd-43ba-bfc3-cc3f44cee9b0,"Huawei Technologies Co., Ltd.",27,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
add74708-ee28-42bc-b178-2096f4db825e,Americorp Investments LLC,26,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
93c174ab-92b4-463e-b2e7-3b2090158dfa,"Gemini IP, LLC",26,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
23a2cfdf-cf6f-4d77-9d35-5bf8684bd2c1,"Worldpay, LLC",25,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
6326da5f-8cb5-4e23-8929-4dd62cba64d3,"HITACHI, LTD.",24,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
296e1257-bdd7-4c2e-9592-b2bba5dd3034,"Block, Inc.",23,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
132a88e0-2817-4e55-8dc9-9d525994904a,NOKIA TECHNOLOGIES OY,23,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
149f58be-98af-4a25-ae0e-88b97a9afd1a,Micro Focus LLC,22,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
c94e4533-2f3c-434c-a6ad-29a243bf95ec,"Walmart Apollo, LLC",21,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
b6b973ec-9787-4aee-aa46-448023798bfa,"Workday, Inc.",21,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
91362725-b49f-4529-973b-b15654bd853c,"2BC Innovations, LLC",19,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
f2bec5d7-ea72-478d-9c3a-6f3aa79c1379,"Anchor Labs, Inc.",19,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
f8f0d991-3be9-4ed1-89ce-609a4439c7d9,Journey.ai,19,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
c7647c75-d637-496d-b0cd-80127b44339b,R3 LTD.,19,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
4da70214-6e4f-4be4-a3d9-67c07d3ac3f6,VERONA HOLDINGS SEZC,19,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
3cf7c0c4-162a-41f7-8d58-b1a71528eab7,"Winklevoss IP, LLC",19,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
7618d8ad-da0d-4b33-b40b-2c269e3dee95,"Nant Holdings IP, LLC",18,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
807f918f-1bac-4a07-9f59-7b2263011bba,Royal Bank of Canada,18,1,RBC,Royal Bank of Canada,1,26.0,RBC US Group Holdings,ALIAS,HIGH,Matched by curated assignee_id->bank mapping (legacy reviewed map).,Mapped as bank-related entity.,,
fdcbb9ce-782d-4d89-a359-cfe068b59cf7,"SAMSUNG SDS CO., LTD.",18,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
a471552d-2d4b-425e-ab54-f870f5e2b08c,The Boeing Company,18,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
f57555e3-ff0b-4f59-a95d-4397fc86a43c,"Akamai Technologies, Inc.",17,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
d40725b2-4207-4c7e-8c78-6e26307699c6,"EDJX, Inc.",17,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
c9398d69-5dbb-4b06-b9ea-757038ca0ea3,FUJITSU LIMITED,17,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
66b8ab25-d8e2-4336-9348-51e12e341b72,Forcepoint LLC,17,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
8e6428c3-7d78-44bf-91d1-0be8ba996884,LEDGERDOMAIN INC.,17,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
c91b9d56-dd72-4660-aa7e-9ec4fdca3c47,Seagate Technology LLC,17,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
2ebf03cf-acde-4ab6-841c-36257114b4ad,"BEIJING BAIDU NETCOM SCIENCE TECHNOLOGY CO., LTD.",16,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
be3981eb-480d-4391-b420-e99cecdd0465,Chia Network Inc.,16,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
b02179a0-7e0d-4059-aabc-1bbd443c8cde,DISH Network L.L.C.,16,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
c743e7d8-5290-412a-aeeb-edef2348822a,General Electric Company,16,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
9275a6ff-e272-454f-b3c2-5b6f3fc3aae1,Massachusetts Mutual Life Insurance Company,16,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
b856c7f5-b9ac-437f-9ec5-d467de465714,"Nasdaq, Inc.",16,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
de91167f-16cd-48db-9f33-0ebbe14ff8f8,"BAIDU ONLINE NETWORK TECHNOLOGY (BEIJING) CO., LTD.",15,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
0138fce8-6a34-4dff-9eb4-7e96167a0b02,BRITISH TELECOMMUNICATIONS public limited company,15,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
ad1a7ef4-d98c-4fd9-81a9-1f28acc3ff68,CenturyLink Intellectual Property LLC,15,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
95435618-ddf1-494e-808a-ba65ecbe3fc6,"Kyndryl, Inc.",15,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
bb1d2ed0-eca8-4d1f-9790-cccf45eee29b,"NIKE, Inc.",15,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
fe06bce3-20ba-4b59-b032-6fd8ca254b7b,Tassat Group Inc.,15,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
e8c56839-5627-4f93-b7f6-44039c1b8d42,VMware LLC,15,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
a5f90955-28ed-4058-b237-34d19248d816,"Eluvio, Inc.",14,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
52ef6da2-8d6d-468a-af31-acfe17269532,Hiro Systems PBC,14,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
b67ed51a-d69c-43e1-a449-2ce1a0787593,Innoplexus AG,14,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
7f6890da-532c-414e-919c-ecca40e70543,Intuit Inc.,14,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
b836c739-deaf-4ea0-ba17-0993a7ed6476,Sony Interactive Entertainment Inc.,14,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
467f4cec-263a-4f30-87ee-ef4c8fd22cb1,"Verisign, Inc.",14,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
1cff735a-c7cd-4a09-9d06-58a43235eb52,"tZERO IP, LLC",14,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
4043f3a4-cb1f-4e8b-832d-4dee4fde970e,Acronis International GmbH,13,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
e9946bbf-1e38-4e2e-b9fd-665d757a42df,Adobe Inc.,13,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
14bc2345-ade6-4777-809f-d718fb57752f,FMR LLC,13,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
20e63ece-1b0a-4684-bee9-5d9685873cf9,Google LLC,13,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
11769375-597e-4f32-a75b-559ff95b7483,"HON HAI PRECISION INDUSTRY CO., LTD.",13,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
439d1c79-fcdb-4bc5-8a62-cc7db71a2e78,THE BANK OF NEW YORK MELLON,13,1,BNY Mellon,The Bank of New York Mellon Corp.,1,13.0,BNY Mellon,ALIAS,HIGH,Matched by curated assignee_id->bank mapping (legacy reviewed map).,Mapped as bank-related entity.,,
67fe852c-2e7a-4a98-80c3-d99f90706d41,"Ava Labs, Inc.",12,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
a3255588-add3-42bf-b623-792b712e74fb,"Cable Television Laboratories, Inc.",12,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
0d3750f1-038c-4d12-9ed5-b6e55c6605da,"Comcast Cable Communications, LLC",12,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
b2cdf60f-cbb3-4e2f-9c53-4445abdbec51,"Cryptography Research, Inc.",12,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
bf84f679-a92e-4342-9f70-e6a5b3ae527b,EYGS LLP,12,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
2af3e5da-87be-44c6-927d-1ab2443b6cdf,Guardtime IP Holdings Limited,12,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
cf25459e-aa65-4651-b834-4851f756ea55,HONEYWELL INTERNATIONAL INC.,12,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
c92a74cb-7e32-4cf0-b526-cd857ea47bb9,"Intercontinental Exchange Holdings, Inc.",12,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
ef6b0f34-bd6b-47f2-a573-8240ae289bbf,Intertrust Technologies Corporation,12,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
89acdb68-a89d-4ba8-860a-d32fb18c7c68,"JINGDONG TECHNOLOGY INFORMATION TECHNOLOGY CO., LTD.",12,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
b33c6ed1-8876-4cc2-8b07-e0fd67d4758b,"MILESTONE ENTERTAINMENT, LLC",12,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
ac197da0-67cf-4170-8f2a-c6ac00711813,"SIDE, INC.",12,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
82ca17eb-30d2-495e-b7e6-c0f2435092aa,"SpiderOak, Inc.",12,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
6a6224e8-6598-4e44-adef-948a9a138350,Beatdapp Software Inc.,11,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
1f69e6de-b0b7-4c49-a5ba-bd559ea0ca1f,"Black Gold Coin, Inc.",11,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
6a077e56-1ff3-472b-aaab-e6613b89fc7c,Blockchain ASICs Inc.,11,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
f1667d7a-095d-465f-9bf1-649c6330e28a,Chicago Mercantile Exchange Inc.,11,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
9d198acc-9a91-47fe-b649-aa25a6501eb5,"GSC SECRYPT, LLC",11,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
88288889-fbea-42ef-818c-62d683c90767,"HEWLETT-PACKARD DEVELOPMENT COMPANY, L.P.",11,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
b547e440-e873-41e5-90ba-533485a38bcb,KPMG LLP,11,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
7c265275-ad1d-4ed3-81d7-e13e742d3555,"NTT DOCOMO, INC.",11,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
29b941e9-c2ce-4caf-8359-dc75c1d4d278,"TOYOTA MOTOR NORTH AMERICA, INC.",11,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
3de3548a-4455-42aa-95ee-2b183aa7abde,Tata Consultancy Services Limited,11,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
43a54fff-25a7-4bb9-be84-333b54e92cf5,"TraDove, Inc.",11,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
1a31e8c6-921b-4f74-9661-480fa6850640,Unstoppable Domains Inc.,11,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
aa96b1e5-fd5b-492e-a151-eb6448fb7102,0CHAIN CORP.,10,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
1528f871-f505-4cdd-8869-844d5222cd22,"Aristocrat Technologies, Inc.",10,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
1731b432-3eed-44fc-b1ae-03e43e322608,"Cipher Trace, Inc.",10,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
f7709a53-74ac-446a-86b8-4c89243edeee,"Factom, Inc.",10,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
493890fe-7197-4098-975a-c7835bd5ee34,"Galiant Arts, LLC",10,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
f8001997-b5fc-45b6-ad51-635f1ec2f973,IGT,10,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
b96c2294-68a9-4d23-923c-18c34b551e51,KYOCERA Document Solutions Inc.,10,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
96f66a77-0c45-40b9-ac7c-55ae1ea8f3ff,"McAfee, LLC",10,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
bfb75fa1-5483-4932-a264-ade15ce42c1c,REFINITIV US ORGANIZATION LLC,10,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
9c8a7d60-8798-4d2f-9e6f-e881ec4d18d7,Radware Ltd.,10,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
c8eb84f1-518c-4bc6-99b8-05f08f22b0e4,"Syniverse Technologies, LLC",10,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
36efdcb5-dc51-483c-a92b-98a546c1eb05,"Xage Security, Inc.",10,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
dd305254-de03-4788-b8e9-fb555dde23cd,ABAXX TECHNOLOGIES CORP.,9,0,,,0,,,NONE,LOW,No reliable bank signal in assignee name.,NON_BANK by name-based rules.,,
